               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,             0.06839,             0.20548,            0.037521,             0.47006,             0.30707,             0.30925,             0.15152,            0.065317,             0.15642,            0.030049,           0.0051704,           0.0051704,           0.0051704
                 159,            0.068332,             0.20577,            0.037475,             0.45525,             0.31629,              0.3091,              0.1525,            0.065307,             0.15653,            0.029984,           0.0051234,           0.0051234,           0.0051234
                 160,            0.068443,               0.206,            0.037468,             0.45583,             0.31105,             0.30852,             0.15191,            0.065252,             0.15645,            0.029965,           0.0050765,           0.0050765,           0.0050765
                 161,            0.068366,             0.20571,            0.037395,             0.43632,             0.32125,             0.30934,             0.15206,            0.065243,             0.15658,            0.030013,           0.0050296,           0.0050296,           0.0050296
                 162,            0.068271,             0.20545,             0.03744,             0.43738,               0.325,             0.30831,              0.1519,            0.065255,             0.15647,            0.030005,           0.0049828,           0.0049828,           0.0049828
                 163,            0.068345,             0.20598,            0.037379,             0.48906,             0.29802,              0.3072,             0.15197,            0.065301,             0.15647,             0.02992,            0.004936,            0.004936,            0.004936
                 164,            0.068249,             0.20538,            0.037315,             0.47815,               0.311,             0.31081,             0.15366,            0.065251,             0.15655,            0.029938,           0.0048893,           0.0048893,           0.0048893
                 165,             0.06826,             0.20571,            0.037264,             0.48568,             0.30509,             0.31069,              0.1534,            0.065297,             0.15645,            0.029774,           0.0048426,           0.0048426,           0.0048426
                 166,             0.06825,             0.20605,            0.037271,             0.46228,             0.31147,             0.31074,             0.15343,            0.065214,              0.1565,            0.029859,            0.004796,            0.004796,            0.004796
                 167,             0.06823,             0.20527,            0.037183,             0.49027,             0.30734,             0.31217,             0.15391,            0.065236,             0.15637,            0.029816,           0.0047495,           0.0047495,           0.0047495
                 168,            0.068158,             0.20512,            0.037233,             0.47972,             0.31331,             0.31249,               0.156,            0.065244,              0.1563,            0.029755,           0.0047031,           0.0047031,           0.0047031
                 169,            0.068238,             0.20557,            0.037204,             0.44405,             0.32145,              0.3106,             0.15455,             0.06525,             0.15635,            0.029791,           0.0046568,           0.0046568,           0.0046568
                 170,            0.068234,             0.20568,            0.037168,             0.46338,             0.31399,             0.31284,             0.15527,            0.065199,              0.1565,            0.029714,           0.0046105,           0.0046105,           0.0046105
                 171,            0.068134,              0.2051,            0.037113,             0.47471,             0.30412,             0.31034,             0.15435,            0.065199,             0.15642,            0.029787,           0.0045644,           0.0045644,           0.0045644
                 172,            0.068199,             0.20562,            0.037135,             0.46803,             0.30837,             0.31173,              0.1552,            0.065184,             0.15652,            0.029642,           0.0045184,           0.0045184,           0.0045184
                 173,            0.068069,             0.20488,            0.037082,             0.46461,             0.31348,             0.31169,             0.15518,            0.065203,             0.15627,            0.029715,           0.0044724,           0.0044724,           0.0044724
                 174,            0.068166,             0.20507,            0.037036,              0.4857,             0.30571,             0.31279,             0.15446,            0.065223,              0.1563,            0.029778,           0.0044266,           0.0044266,           0.0044266
                 175,            0.068128,             0.20576,            0.036944,             0.46489,             0.31061,             0.31287,             0.15578,            0.065183,             0.15622,            0.029724,           0.0043809,           0.0043809,           0.0043809
                 176,            0.068042,             0.20495,            0.037013,             0.44588,             0.32479,             0.31204,             0.15393,            0.065168,              0.1563,            0.029761,           0.0043353,           0.0043353,           0.0043353
                 177,            0.068128,             0.20553,            0.036992,             0.44569,             0.32215,             0.31364,             0.15466,            0.065184,             0.15637,            0.029814,           0.0042899,           0.0042899,           0.0042899
                 178,            0.068081,             0.20502,            0.036865,             0.45931,             0.31933,             0.31457,             0.15386,            0.065196,             0.15638,            0.029665,           0.0042445,           0.0042445,           0.0042445
                 179,            0.068077,             0.20539,            0.036966,             0.44028,             0.32664,              0.3122,             0.15298,            0.065157,             0.15631,            0.029765,           0.0041994,           0.0041994,           0.0041994
                 180,            0.068064,              0.2048,             0.03688,             0.45624,             0.32322,             0.31288,             0.15431,            0.065217,             0.15637,            0.029775,           0.0041543,           0.0041543,           0.0041543
                 181,            0.068064,             0.20516,            0.036937,             0.45228,             0.32023,             0.31222,             0.15492,            0.065169,             0.15639,            0.029712,           0.0041094,           0.0041094,           0.0041094
                 182,            0.067986,             0.20518,            0.036837,             0.48875,             0.30722,             0.31227,             0.15434,            0.065203,             0.15633,            0.029579,           0.0040647,           0.0040647,           0.0040647
                 183,            0.068018,              0.2046,            0.036872,             0.45249,             0.31558,             0.31213,             0.15435,            0.065148,             0.15654,             0.02973,           0.0040201,           0.0040201,           0.0040201
                 184,            0.067931,             0.20496,            0.036728,             0.44889,             0.32771,             0.31362,              0.1553,            0.065159,             0.15642,            0.029585,           0.0039757,           0.0039757,           0.0039757
                 185,            0.067949,             0.20438,            0.036664,             0.44602,             0.32401,             0.31344,              0.1538,            0.065124,             0.15632,            0.029614,           0.0039314,           0.0039314,           0.0039314
                 186,             0.06795,             0.20488,              0.0367,             0.48479,             0.31607,             0.31725,             0.15665,             0.06511,             0.15624,            0.029533,           0.0038873,           0.0038873,           0.0038873
                 187,            0.067952,             0.20441,            0.036629,             0.45964,             0.32623,             0.31435,             0.15594,            0.065128,             0.15633,             0.02956,           0.0038434,           0.0038434,           0.0038434
                 188,             0.06793,             0.20456,            0.036685,             0.45673,             0.32299,             0.31461,             0.15595,            0.065139,             0.15625,            0.029617,           0.0037997,           0.0037997,           0.0037997
                 189,            0.067876,             0.20557,            0.036557,             0.48489,             0.30509,              0.3138,             0.15512,            0.065114,             0.15617,            0.029528,           0.0037562,           0.0037562,           0.0037562
                 190,             0.06785,             0.20499,            0.036604,             0.46753,             0.31443,             0.31535,             0.15643,            0.065116,             0.15606,            0.029567,           0.0037128,           0.0037128,           0.0037128
                 191,            0.067876,             0.20478,            0.036472,             0.45686,             0.31735,              0.3152,              0.1562,            0.065074,             0.15622,            0.029422,           0.0036697,           0.0036697,           0.0036697
                 192,            0.067905,             0.20474,            0.036509,             0.45078,             0.32715,             0.31528,             0.15682,             0.06512,             0.15617,            0.029503,           0.0036267,           0.0036267,           0.0036267
                 193,            0.067769,             0.20481,            0.036498,              0.4694,             0.31966,              0.3166,             0.15758,            0.065096,              0.1561,            0.029478,            0.003584,            0.003584,            0.003584
                 194,            0.067884,             0.20545,             0.03649,             0.48745,             0.31665,             0.31822,             0.15763,             0.06509,             0.15601,            0.029404,           0.0035415,           0.0035415,           0.0035415
                 195,            0.067806,             0.20375,            0.036478,             0.48012,             0.31377,             0.31761,             0.15721,            0.065146,             0.15608,            0.029436,           0.0034991,           0.0034991,           0.0034991
                 196,            0.067766,             0.20407,            0.036455,             0.46643,             0.31796,             0.31809,             0.15837,            0.064977,             0.15609,            0.029356,            0.003457,            0.003457,            0.003457
                 197,            0.067682,             0.20403,            0.036422,             0.48161,             0.31049,             0.31621,             0.15745,             0.06505,             0.15621,            0.029314,           0.0034152,           0.0034152,           0.0034152
                 198,            0.067707,             0.20465,            0.036403,              0.4687,             0.31533,             0.31769,             0.15711,            0.064979,             0.15619,            0.029313,           0.0033735,           0.0033735,           0.0033735
                 199,            0.067698,             0.20449,            0.036331,             0.46276,             0.32086,             0.31439,             0.15624,            0.065016,             0.15621,            0.029408,           0.0033321,           0.0033321,           0.0033321
                 200,            0.067746,              0.2044,            0.036334,             0.49976,              0.3085,             0.31771,             0.15768,            0.064985,             0.15592,            0.029441,           0.0032909,           0.0032909,           0.0032909
                 201,            0.067718,             0.20381,            0.036206,             0.49948,             0.30411,             0.31917,             0.15858,            0.065019,             0.15601,            0.029473,             0.00325,             0.00325,             0.00325
                 202,            0.067689,             0.20425,            0.036295,             0.49284,             0.30655,              0.3175,             0.15805,             0.06504,             0.15631,            0.029357,           0.0032093,           0.0032093,           0.0032093
                 203,            0.067643,             0.20402,            0.036171,             0.49753,             0.31078,             0.31814,              0.1594,            0.064969,             0.15638,            0.029359,           0.0031689,           0.0031689,           0.0031689
                 204,            0.067613,             0.20444,            0.036183,             0.49068,              0.3109,             0.31947,             0.15882,            0.064958,              0.1562,            0.029272,           0.0031287,           0.0031287,           0.0031287
                 205,            0.067601,             0.20368,            0.036174,             0.48176,             0.31028,             0.31861,             0.15974,            0.065015,               0.156,            0.029217,           0.0030888,           0.0030888,           0.0030888
                 206,             0.06758,              0.2037,            0.036031,             0.49445,             0.31095,             0.32325,             0.15846,            0.064947,             0.15618,            0.029169,           0.0030491,           0.0030491,           0.0030491
                 207,            0.067582,             0.20464,            0.035994,             0.48114,             0.31183,             0.31841,              0.1579,             0.06495,             0.15586,            0.029254,           0.0030097,           0.0030097,           0.0030097
                 208,             0.06753,             0.20378,            0.036042,             0.51528,             0.30135,             0.31935,             0.15822,            0.064992,             0.15609,            0.029252,           0.0029706,           0.0029706,           0.0029706
                 209,            0.067442,             0.20335,            0.036048,             0.49896,              0.3092,             0.32075,             0.16022,            0.064905,             0.15601,            0.029218,           0.0029318,           0.0029318,           0.0029318
                 210,            0.067496,             0.20321,            0.036018,             0.47554,             0.32164,             0.32246,             0.15986,            0.064933,             0.15595,            0.029117,           0.0028932,           0.0028932,           0.0028932
                 211,            0.067478,              0.2036,            0.035877,             0.50011,             0.30968,              0.3207,              0.1597,            0.064844,             0.15604,            0.029215,            0.002855,            0.002855,            0.002855
                 212,            0.067533,              0.2039,            0.035864,             0.44867,             0.32595,              0.3209,             0.15928,            0.064923,             0.15598,            0.029221,            0.002817,            0.002817,            0.002817
                 213,              0.0675,             0.20342,            0.035851,             0.48078,             0.31683,             0.31843,             0.15842,            0.064957,             0.15606,            0.029214,           0.0027793,           0.0027793,           0.0027793
                 214,            0.067448,             0.20408,            0.035835,              0.4526,             0.32925,               0.321,             0.15901,            0.064917,             0.15598,            0.029283,           0.0027419,           0.0027419,           0.0027419
                 215,            0.067455,             0.20327,            0.035844,              0.5014,             0.30997,             0.31885,             0.15896,            0.064886,             0.15604,            0.029301,           0.0027048,           0.0027048,           0.0027048
                 216,            0.067475,             0.20377,            0.035856,              0.4833,             0.32259,             0.32083,             0.16078,            0.064869,             0.15598,            0.029173,           0.0026681,           0.0026681,           0.0026681
                 217,             0.06744,              0.2038,            0.035686,             0.48828,             0.31733,             0.32158,             0.15894,            0.064923,             0.15592,            0.029241,           0.0026316,           0.0026316,           0.0026316
                 218,            0.067412,             0.20326,            0.035756,               0.498,              0.3073,             0.32233,             0.16028,            0.064889,             0.15605,            0.029231,           0.0025954,           0.0025954,           0.0025954
                 219,            0.067373,               0.203,            0.035631,             0.49474,             0.31967,             0.32313,             0.15993,            0.064928,             0.15594,            0.029087,           0.0025596,           0.0025596,           0.0025596
                 220,            0.067307,             0.20371,            0.035635,             0.46664,             0.32008,             0.32149,             0.15969,            0.064919,             0.15595,            0.029191,           0.0025241,           0.0025241,           0.0025241
                 221,             0.06737,             0.20273,            0.035689,             0.45947,             0.32114,             0.31868,             0.15827,            0.064912,             0.15609,            0.029111,           0.0024889,           0.0024889,           0.0024889
                 222,            0.067263,             0.20384,            0.035624,             0.47497,             0.31963,             0.32314,             0.16008,            0.064837,             0.15612,            0.029062,           0.0024541,           0.0024541,           0.0024541
                 223,            0.067336,             0.20336,             0.03558,             0.45627,              0.3297,             0.32276,             0.15942,             0.06487,             0.15577,            0.029076,           0.0024195,           0.0024195,           0.0024195
                 224,            0.067301,             0.20371,            0.035553,             0.45138,             0.32256,             0.32144,             0.16055,            0.064926,             0.15594,            0.029133,           0.0023854,           0.0023854,           0.0023854
                 225,            0.067224,             0.20258,            0.035553,             0.48201,              0.3091,             0.31955,             0.15793,            0.064899,             0.15613,            0.029133,           0.0023515,           0.0023515,           0.0023515
                 226,            0.067249,             0.20322,            0.035566,             0.47161,             0.32094,             0.32246,             0.15875,            0.064873,              0.1559,            0.029137,            0.002318,            0.002318,            0.002318
                 227,            0.067263,             0.20291,            0.035445,             0.49469,             0.31059,             0.32297,             0.16006,            0.064844,             0.15604,            0.029095,           0.0022849,           0.0022849,           0.0022849
                 228,            0.067199,             0.20309,            0.035451,             0.47415,             0.31867,             0.32328,             0.16053,             0.06487,             0.15583,            0.029039,           0.0022521,           0.0022521,           0.0022521
                 229,            0.067171,             0.20302,            0.035479,             0.45703,             0.32761,             0.32216,             0.16154,            0.064853,             0.15562,            0.028935,           0.0022196,           0.0022196,           0.0022196
                 230,            0.067195,             0.20349,            0.035416,             0.45642,             0.32593,             0.32299,             0.16044,            0.064879,             0.15581,            0.029113,           0.0021876,           0.0021876,           0.0021876
                 231,            0.067212,             0.20293,            0.035419,             0.45994,             0.33257,             0.32547,             0.16087,             0.06484,             0.15563,            0.029015,           0.0021558,           0.0021558,           0.0021558
                 232,             0.06713,             0.20286,            0.035282,             0.48352,             0.31917,             0.32142,             0.15975,            0.064916,             0.15572,            0.028979,           0.0021245,           0.0021245,           0.0021245
                 233,             0.06718,             0.20321,            0.035299,             0.48232,             0.32113,             0.32271,             0.15886,            0.064873,             0.15616,            0.028951,           0.0020935,           0.0020935,           0.0020935
                 234,            0.067159,             0.20304,            0.035204,             0.49553,             0.30974,             0.32357,             0.16137,            0.064923,             0.15586,             0.02893,           0.0020629,           0.0020629,           0.0020629
                 235,             0.06706,             0.20275,            0.035188,             0.48094,             0.31056,             0.32306,             0.16052,            0.064832,             0.15579,            0.028883,           0.0020327,           0.0020327,           0.0020327
                 236,            0.067157,             0.20354,            0.035226,             0.47145,             0.32618,             0.32573,             0.16114,            0.064829,             0.15562,            0.028996,           0.0020028,           0.0020028,           0.0020028
                 237,            0.067113,             0.20287,            0.035187,              0.4492,             0.33112,             0.32285,             0.15969,            0.064871,             0.15594,            0.028961,           0.0019734,           0.0019734,           0.0019734
                 238,            0.067016,             0.20261,            0.035141,             0.46366,             0.32744,             0.32593,             0.16242,            0.064852,             0.15574,            0.028874,           0.0019443,           0.0019443,           0.0019443
                 239,             0.06704,             0.20257,            0.035121,             0.52712,             0.30401,             0.32429,              0.1605,            0.064919,             0.15585,            0.028811,           0.0019156,           0.0019156,           0.0019156
                 240,            0.067036,             0.20255,            0.035164,             0.46375,             0.32627,             0.32443,             0.16151,            0.064824,             0.15583,            0.028842,           0.0018873,           0.0018873,           0.0018873
                 241,            0.066989,             0.20291,             0.03509,             0.46905,             0.31895,             0.32177,             0.15961,            0.064806,             0.15583,            0.028954,           0.0018594,           0.0018594,           0.0018594
                 242,            0.066941,             0.20232,            0.035063,             0.48744,             0.31794,             0.32498,             0.16153,              0.0649,             0.15575,             0.02878,           0.0018319,           0.0018319,           0.0018319
                 243,            0.067027,             0.20253,            0.035033,             0.52713,             0.30411,             0.32565,             0.16359,            0.064895,             0.15557,            0.028797,           0.0018048,           0.0018048,           0.0018048
                 244,            0.067009,               0.203,            0.034958,             0.47452,             0.31804,             0.32409,             0.16099,            0.064833,             0.15566,            0.028812,           0.0017781,           0.0017781,           0.0017781
                 245,            0.066953,             0.20238,            0.034954,             0.46538,             0.32413,             0.32461,             0.16161,            0.064839,              0.1556,            0.028828,           0.0017519,           0.0017519,           0.0017519
                 246,            0.067001,             0.20287,            0.034987,             0.47179,             0.33052,             0.32719,             0.16272,            0.064735,             0.15559,             0.02884,            0.001726,            0.001726,            0.001726
                 247,            0.066924,             0.20283,            0.034912,             0.47572,             0.32251,             0.32661,             0.16183,            0.064838,             0.15558,            0.028766,           0.0017005,           0.0017005,           0.0017005
                 248,            0.066942,             0.20262,            0.034801,             0.47823,               0.325,             0.32657,              0.1622,            0.064816,             0.15552,            0.028729,           0.0016755,           0.0016755,           0.0016755
                 249,            0.066907,             0.20252,            0.034822,             0.48924,             0.32351,             0.32747,             0.16154,            0.064787,             0.15571,             0.02874,           0.0016509,           0.0016509,           0.0016509
                 250,            0.066995,             0.20295,            0.034897,             0.48958,             0.32233,              0.3261,             0.16202,            0.064819,             0.15553,             0.02873,           0.0016267,           0.0016267,           0.0016267
                 251,            0.066845,             0.20181,            0.034806,             0.48503,             0.32068,             0.32732,              0.1624,            0.064851,              0.1555,            0.028636,           0.0016029,           0.0016029,           0.0016029
                 252,            0.066771,             0.20215,             0.03469,             0.47811,             0.32595,             0.32827,              0.1625,            0.064783,             0.15565,            0.028681,           0.0015795,           0.0015795,           0.0015795
                 253,            0.066847,             0.20203,            0.034692,             0.49942,             0.32108,             0.32884,             0.16267,            0.064742,             0.15557,            0.028645,           0.0015566,           0.0015566,           0.0015566
                 254,            0.066908,             0.20215,            0.034701,             0.45273,             0.33351,             0.32713,             0.16279,            0.064834,             0.15565,            0.028722,           0.0015341,           0.0015341,           0.0015341
                 255,            0.066887,             0.20263,            0.034734,             0.45496,             0.33344,             0.32629,             0.16319,            0.064878,              0.1555,            0.028743,           0.0015121,           0.0015121,           0.0015121
                 256,            0.066807,             0.20207,             0.03469,             0.45205,             0.33236,             0.32766,             0.16265,            0.064739,             0.15575,            0.028627,           0.0014905,           0.0014905,           0.0014905
                 257,            0.066784,             0.20241,            0.034744,             0.47984,             0.32546,             0.32791,             0.16303,            0.064818,             0.15561,            0.028565,           0.0014693,           0.0014693,           0.0014693
                 258,            0.066724,             0.20258,            0.034566,             0.48459,             0.32491,             0.32595,             0.16177,            0.064765,             0.15563,            0.028796,           0.0014486,           0.0014486,           0.0014486
                 259,            0.066704,             0.20206,            0.034616,             0.47807,             0.32641,             0.32715,             0.16278,            0.064765,             0.15552,            0.028607,           0.0014283,           0.0014283,           0.0014283
                 260,            0.066803,             0.20233,            0.034577,             0.47209,             0.32634,             0.32797,             0.16322,            0.064752,              0.1553,            0.028611,           0.0014084,           0.0014084,           0.0014084
                 261,            0.066833,             0.20235,            0.034544,             0.51181,             0.31434,             0.32836,             0.16339,             0.06482,              0.1554,            0.028671,            0.001389,            0.001389,            0.001389
                 262,            0.066776,             0.20178,            0.034499,              0.4715,             0.32903,             0.32974,             0.16469,            0.064807,              0.1556,            0.028553,           0.0013701,           0.0013701,           0.0013701
                 263,            0.066782,             0.20201,            0.034489,              0.4553,              0.3352,             0.32886,             0.16347,            0.064784,              0.1554,            0.028591,           0.0013516,           0.0013516,           0.0013516
                 264,            0.066718,             0.20174,            0.034467,             0.45058,             0.33551,             0.32898,             0.16268,            0.064818,             0.15575,            0.028611,           0.0013336,           0.0013336,           0.0013336
                 265,            0.066733,             0.20205,            0.034423,             0.46978,             0.33272,              0.3301,             0.16435,            0.064732,             0.15562,            0.028586,            0.001316,            0.001316,            0.001316
                 266,            0.066771,             0.20201,            0.034503,              0.4631,             0.33402,             0.32766,              0.1632,            0.064907,             0.15538,            0.028641,           0.0012989,           0.0012989,           0.0012989
                 267,            0.066715,             0.20178,            0.034426,             0.45435,             0.33182,             0.32778,             0.16236,             0.06477,             0.15546,            0.028582,           0.0012822,           0.0012822,           0.0012822
                 268,            0.066617,             0.20157,            0.034418,             0.49983,             0.31596,             0.32871,             0.16463,            0.064782,             0.15545,            0.028534,            0.001266,            0.001266,            0.001266
                 269,            0.066699,             0.20179,            0.034372,             0.49947,             0.32096,             0.32871,             0.16367,            0.064758,             0.15543,            0.028631,           0.0012503,           0.0012503,           0.0012503
                 270,            0.066667,             0.20158,            0.034349,             0.47674,             0.33424,             0.32797,             0.16365,            0.064792,             0.15533,            0.028549,            0.001235,            0.001235,            0.001235
                 271,            0.066548,              0.2014,            0.034238,             0.44625,             0.33892,             0.32622,             0.16227,            0.064796,             0.15558,            0.028584,           0.0012202,           0.0012202,           0.0012202
                 272,            0.066612,             0.20161,            0.034357,             0.48208,             0.32489,             0.32835,             0.16338,            0.064735,             0.15558,            0.028448,           0.0012059,           0.0012059,           0.0012059
                 273,            0.066636,             0.20122,            0.034245,             0.47194,             0.32821,             0.32915,             0.16413,            0.064749,             0.15538,            0.028542,           0.0011921,           0.0011921,           0.0011921
                 274,            0.066644,              0.2019,            0.034267,             0.48757,             0.32522,             0.32808,             0.16402,            0.064769,             0.15556,            0.028449,           0.0011787,           0.0011787,           0.0011787
                 275,            0.066629,             0.20141,            0.034225,              0.4605,              0.3301,             0.33118,             0.16472,            0.064793,             0.15544,            0.028547,           0.0011658,           0.0011658,           0.0011658
                 276,             0.06654,             0.20116,            0.034226,             0.50179,              0.3248,             0.33112,             0.16432,            0.064752,              0.1555,            0.028647,           0.0011533,           0.0011533,           0.0011533
                 277,            0.066595,              0.2013,            0.034227,             0.50191,             0.32169,             0.32849,             0.16333,             0.06475,             0.15551,            0.028589,           0.0011414,           0.0011414,           0.0011414
                 278,            0.066618,             0.20178,            0.034206,             0.49173,             0.32975,             0.32884,             0.16533,            0.064752,              0.1555,            0.028485,           0.0011299,           0.0011299,           0.0011299
                 279,            0.066668,              0.2016,            0.034206,             0.49236,             0.32171,             0.32825,             0.16387,            0.064756,             0.15528,            0.028531,           0.0011189,           0.0011189,           0.0011189
                 280,            0.066576,             0.20146,            0.034135,             0.45183,             0.33401,              0.3283,             0.16406,            0.064773,             0.15555,            0.028621,           0.0011084,           0.0011084,           0.0011084
                 281,            0.066597,              0.2017,            0.034209,             0.46695,             0.33162,             0.33004,             0.16361,            0.064775,             0.15536,            0.028522,           0.0010983,           0.0010983,           0.0010983
                 282,            0.066497,             0.20141,            0.034169,             0.48619,             0.32305,             0.32966,             0.16496,            0.064733,             0.15559,            0.028489,           0.0010888,           0.0010888,           0.0010888
                 283,            0.066596,             0.20165,            0.034163,             0.46105,             0.32873,              0.3295,              0.1638,            0.064771,             0.15554,            0.028418,           0.0010797,           0.0010797,           0.0010797
                 284,            0.066557,             0.20148,            0.034058,             0.49815,             0.31743,             0.32861,             0.16248,            0.064769,             0.15571,            0.028503,           0.0010711,           0.0010711,           0.0010711
                 285,            0.066624,             0.20132,            0.034112,             0.47675,             0.33333,             0.33066,             0.16417,            0.064779,             0.15535,            0.028564,            0.001063,            0.001063,            0.001063
                 286,            0.066565,             0.20136,            0.034082,             0.45406,              0.3417,             0.33072,             0.16399,            0.064719,             0.15554,            0.028433,           0.0010554,           0.0010554,           0.0010554
                 287,            0.066561,             0.20174,            0.034103,             0.50785,             0.31979,             0.32926,             0.16427,            0.064754,             0.15552,            0.028515,           0.0010483,           0.0010483,           0.0010483
                 288,            0.066522,             0.20168,            0.034054,             0.48132,             0.32947,             0.33003,             0.16325,            0.064721,             0.15527,            0.028474,           0.0010416,           0.0010416,           0.0010416
                 289,            0.066541,             0.20128,            0.034133,             0.48117,             0.33067,             0.33144,             0.16461,            0.064771,             0.15533,            0.028457,           0.0010355,           0.0010355,           0.0010355
                 290,            0.066584,             0.20172,            0.034082,             0.49256,             0.32104,             0.32932,             0.16446,            0.064741,             0.15539,            0.028321,           0.0010298,           0.0010298,           0.0010298
                 291,            0.066578,             0.20125,            0.034118,             0.48467,             0.33217,             0.33129,             0.16359,            0.064774,              0.1554,            0.028411,           0.0010247,           0.0010247,           0.0010247
                 292,            0.066528,             0.20134,            0.034126,              0.4509,             0.34037,             0.33005,             0.16366,             0.06473,             0.15536,            0.028429,             0.00102,             0.00102,             0.00102
                 293,            0.066506,             0.20093,            0.034022,             0.50172,             0.31847,             0.33061,             0.16408,            0.064713,             0.15538,            0.028373,           0.0010158,           0.0010158,           0.0010158
                 294,            0.066476,             0.20093,            0.034047,             0.46421,             0.33328,              0.3299,             0.16348,            0.064785,              0.1552,            0.028426,           0.0010121,           0.0010121,           0.0010121
                 295,            0.066552,             0.20124,            0.034018,              0.5221,             0.31618,             0.33093,             0.16333,            0.064713,             0.15535,            0.028321,           0.0010089,           0.0010089,           0.0010089
                 296,            0.066454,             0.20104,            0.034097,             0.49623,             0.31589,              0.3281,             0.16349,            0.064661,             0.15539,            0.028419,           0.0010062,           0.0010062,           0.0010062
                 297,            0.066528,             0.20117,            0.033999,             0.48913,             0.33269,             0.33058,             0.16468,            0.064721,             0.15532,            0.028433,           0.0010039,           0.0010039,           0.0010039
                 298,            0.066634,             0.20091,            0.034058,             0.50265,             0.31986,             0.33265,              0.1657,            0.064754,             0.15539,             0.02843,           0.0010022,           0.0010022,           0.0010022
                 299,            0.066583,             0.20126,            0.034095,             0.48071,             0.32566,             0.32819,             0.16428,            0.064769,             0.15538,            0.028554,            0.001001,            0.001001,            0.001001
